timestamp,latitude,longitude,field_id,macro_methane_5km,downscaled_methane_10m,ndvi_proxy,lst_proxy,soil_moisture_proxy,stac_item_id,source_cloud
2018-04-30T21:28:39+00:00,38.548,-121.878,Field-A,1830.9578857421875,1830.8359375,0.3700924237409857,38.93894331795468,0.2483719309613079,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.548100000000005,-121.878,Field-B,1830.9578857421875,1830.8712158203125,0.49701903048542717,26.46718081615615,0.14267765207508068,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5482,-121.878,Field-C,1830.9578857421875,1831.0364990234375,0.4605632618967569,26.244676762041895,0.3498774960019733,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.548300000000005,-121.878,Field-D,1830.9578857421875,1830.9876708984375,0.46537489257428954,26.28722965272591,0.14470994612034188,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5484,-121.878,Field-A,1830.9578857421875,1830.9761962890625,0.44094784825688405,32.16436260588094,0.1578854794382928,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.548500000000004,-121.878,Field-B,1830.9578857421875,1831.0267333984375,0.7408057430694014,10.945757699099195,0.14780072743203326,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5486,-121.878,Field-C,1830.9578857421875,1830.932861328125,0.7492746269205395,17.43677546181263,0.1800783319200604,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.548700000000004,-121.878,Field-D,1830.9578857421875,1830.934814453125,0.5025831812117464,24.737154657691008,0.2967255922649492,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5488,-121.878,Field-A,1830.9578857421875,1831.0023193359375,0.6191851557581477,37.3173425195163,0.12332245515826573,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5489,-121.878,Field-B,1830.9578857421875,1830.98291015625,0.10547081036060969,15.533291141987512,0.22728471976450698,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.549,-121.878,Field-C,1830.9578857421875,1830.90087890625,0.35999450893221174,15.800245289276482,0.30780747303895084,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5491,-121.878,Field-D,1830.9578857421875,1830.841796875,0.44592658521314976,37.12292675776308,0.21598666368135525,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5492,-121.878,Field-A,1830.9578857421875,1831.043701171875,0.2065508790658196,21.142376327916935,0.3711178843675319,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5493,-121.878,Field-B,1830.9578857421875,1830.9560546875,0.318933198368182,37.48187794438878,0.2954182331802096,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5494,-121.878,Field-C,1830.9578857421875,1830.9229736328125,0.46964272530003537,27.525346841192896,0.3590463290816027,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5495,-121.878,Field-D,1830.9578857421875,1830.987548828125,0.5359601904593004,11.92525327662131,0.26008165265477334,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.549600000000005,-121.878,Field-A,1830.9578857421875,1830.9647216796875,0.12772891090921137,24.053632572437877,0.3757747276402289,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5497,-121.878,Field-B,1830.9578857421875,1830.950927734375,0.21547051297323838,22.100915518859452,0.2812533269073918,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.549800000000005,-121.878,Field-C,1830.9578857421875,1830.99609375,0.2107462127082198,34.0256277762353,0.18343837458938822,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5499,-121.878,Field-D,1830.9578857421875,1830.9693603515625,0.7219631462542679,10.016424925593986,0.16495292675691225,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.550000000000004,-121.878,Field-A,1830.9578857421875,1830.9384765625,0.7081475495221993,13.12922076223806,0.2477978873090759,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5501,-121.878,Field-B,1830.9578857421875,1830.9881591796875,0.2734890965772574,29.627983414653613,0.2233504518827995,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.550200000000004,-121.878,Field-C,1830.9578857421875,1830.9521484375,0.44870038159225045,13.491521682008514,0.38890427352173296,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5503,-121.878,Field-D,1830.9578857421875,1830.95361328125,0.23211631065458724,34.01841673720954,0.14388653943360752,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5504,-121.878,Field-A,1830.9578857421875,1830.890869140625,0.23642487589465958,31.869558530546453,0.3520325314452315,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5505,-121.878,Field-B,1830.9578857421875,1830.9193115234375,0.2740904253834401,22.02040610989604,0.13583838068272266,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5506,-121.878,Field-C,1830.9578857421875,1830.9605712890625,0.4914677121182657,38.5126184614475,0.1200791069786791,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5507,-121.878,Field-D,1830.9578857421875,1830.9798583984375,0.7993434249551413,37.5656966527878,0.35767246966441424,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5508,-121.878,Field-A,1830.9578857421875,1830.9788818359375,0.7022861009926368,31.996978148307754,0.2299723064212753,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5509,-121.878,Field-B,1830.9578857421875,1830.9337158203125,0.5686101370209988,20.130901219828303,0.1832904528175675,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.551,-121.878,Field-C,1830.9578857421875,1831.033203125,0.1171516432383789,17.98364760003057,0.36793190116927044,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.551100000000005,-121.878,Field-D,1830.9578857421875,1830.946533203125,0.2999816252187699,11.576930313392575,0.12033723987397203,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5512,-121.878,Field-A,1830.9578857421875,1831.017822265625,0.3130929132739205,34.91335306644797,0.3843886097915937,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.551300000000005,-121.878,Field-B,1830.9578857421875,1830.94140625,0.4840418570653039,19.762919616271972,0.3704818714254413,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5514,-121.878,Field-C,1830.9578857421875,1830.9464111328125,0.28047940433476637,23.353670088973256,0.18793617450718866,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.551500000000004,-121.878,Field-D,1830.9578857421875,1830.9765625,0.24318465753113166,35.72489607684183,0.28925877630075586,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5516,-121.878,Field-A,1830.9578857421875,1831.0081787109375,0.5974144600508781,33.65912698246736,0.2024005654361698,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.551700000000004,-121.878,Field-B,1830.9578857421875,1831.0015869140625,0.3799891560427505,32.38178845380308,0.23830975593413925,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5518,-121.878,Field-C,1830.9578857421875,1830.93212890625,0.521693594181803,31.248432052749177,0.16075053510696935,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5519,-121.878,Field-D,1830.9578857421875,1830.9302978515625,0.5437201883575267,31.08689358553872,0.24884451734478238,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.552,-121.878,Field-A,1830.9578857421875,1830.94677734375,0.40860024596998934,28.243968984600833,0.3771199161162915,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5521,-121.878,Field-B,1830.9578857421875,1831.066162109375,0.20260735825266576,14.622933187511531,0.1514481906651276,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5522,-121.878,Field-C,1830.9578857421875,1830.9334716796875,0.6457042621782331,30.284656682677674,0.2266529475496621,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5523,-121.878,Field-D,1830.9578857421875,1830.9403076171875,0.7421899553993025,15.876134817494284,0.14848873614587094,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5524,-121.878,Field-A,1830.9578857421875,1830.9505615234375,0.11765840998741865,16.262094308919064,0.13305243782003678,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5525,-121.878,Field-B,1830.9578857421875,1830.932861328125,0.11025408086187295,30.6744763772286,0.38517824895604624,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.552600000000005,-121.878,Field-C,1830.9578857421875,1830.9576416015625,0.5691663281181948,20.3887708497177,0.3790987303951009,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5527,-121.878,Field-D,1830.9578857421875,1830.9610595703125,0.2077549040850732,38.043076682167026,0.3280368658237126,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.552800000000005,-121.878,Field-A,1830.9578857421875,1830.9205322265625,0.4936024057400489,33.38002418229735,0.19209746896600974,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5529,-121.878,Field-B,1830.9578857421875,1830.9549560546875,0.779586959446854,36.710474059939784,0.17743186697912533,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.553000000000004,-121.878,Field-C,1830.9578857421875,1831.0543212890625,0.372172723777339,10.849907973554085,0.36927526724213156,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5531,-121.878,Field-D,1830.9578857421875,1831.0523681640625,0.5565845385991555,10.45521600967535,0.32457149847681355,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.553200000000004,-121.878,Field-A,1830.9578857421875,1831.005126953125,0.14346781793544733,33.06734189478934,0.1208851914005229,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5533,-121.878,Field-B,1830.9578857421875,1830.9759521484375,0.4914307768329179,24.656014300652263,0.3073138081010012,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5534,-121.878,Field-C,1830.9578857421875,1830.96923828125,0.34040087157361143,13.867998783019724,0.351551694714046,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5535,-121.878,Field-D,1830.9578857421875,1830.9609375,0.34125943833964534,17.85915847330419,0.2243709019359046,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
2018-04-30T21:28:39+00:00,38.5536,-121.878,Field-A,1830.9578857421875,1830.959716796875,0.3857886633710831,22.6143134433297,0.20159600137726313,S5P_L2_CH4____20180430T203707_20180430T222021_02830,Microsoft PC
