timestamp,latitude,longitude,sector_row,sector_col,ndvi,ndwi,lst,Kc,Ks,Dr,TAW,RAW,ETc,water_need,air_temp,humidity,solar_rad,precip,soil_temp,soil_moisture,methane_flux_kg_hr,field_name
2026-06-01 00:00:00,31.71415,73.98415,0,0,0.313,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.034,0.1,25.7,67,0,0.0,27.9,0.164,0.0127,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98439,0,1,0.314,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.035,0.1,25.7,67,0,0.0,27.9,0.164,0.0128,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98464,0,2,0.312,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.034,0.1,25.7,67,0,0.0,27.9,0.164,0.0127,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98488,0,3,0.315,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.035,0.1,25.7,67,0,0.0,27.9,0.164,0.0128,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98512,0,4,0.31,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.034,0.1,25.7,67,0,0.0,27.9,0.164,0.0126,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98536,0,5,0.316,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.035,0.1,25.7,67,0,0.0,27.9,0.164,0.0129,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98561,0,6,0.309,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.034,0.1,25.7,67,0,0.0,27.9,0.164,0.0125,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71415,73.98585,0,7,0.317,-0.06,27.9,1.15,1.0,17.6,55.0,27.5,0.035,0.1,25.7,67,0,0.0,27.9,0.164,0.0129,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71439,73.98415,1,0,0.324,-0.05,27.9,1.15,1.0,17.5,55.0,27.5,0.036,0.1,25.7,67,0,0.0,27.9,0.165,0.0133,Sheikhupura Rice Estate
2026-06-01 00:00:00,31.71439,73.98439,1,1,0.301,-0.06,27.9,1.15,1.0,17.7,55.0,27.5,0.033,0.1,25.7,67,0,0.0,27.9,0.163,0.012,Sheikhupura Rice Estate
